ProductID,ProductName,Category,SubCategory,Brand,CostPrice
529,LG_529,Sports,Outdoor,LG,3542.51
530,Sony_530,Fashion,Shirt,Sony,3245.38
531,Boat_531,Home,Kitchen,Boat,2402.08
532,Puma_532,Home,Kitchen,Puma,1783.68
533,Boat_533,Electronics,Tablet,Boat,1727.88
534,Apple_534,Electronics,Tablet,Apple,2346.33
535,Adidas_535,Home,Kitchen,Adidas,2795.29
536,Adidas_536,Sports,Outdoor,Adidas,1097.19
537,Puma_537,Fashion,Footwear,Puma,4613.19
538,Sony_538,Home,Decor,Sony,4811.87
539,Apple_539,Electronics,Mobile,Apple,1131.74
540,Adidas_540,Sports,Outdoor,Adidas,3568.13
541,Boat_541,Home,Decor,Boat,807.73
542,Nike_542,Electronics,Tablet,Nike,2320.16
543,Samsung_543,Home,Decor,Samsung,1127.03
544,Nike_544,Fashion,Footwear,Nike,4566.79
545,Puma_545,Electronics,Mobile,Puma,2463.86
546,Puma_546,Fashion,Jeans,Puma,1905.68
547,LG_547,Electronics,Mobile,LG,4640.45
548,Apple_548,Electronics,Mobile,Apple,3602.84
549,Nike_549,Home,Decor,Nike,1456.59
550,Apple_550,Home,Furniture,Apple,2220.9
551,Nike_551,Fashion,Shirt,Nike,4159.51
552,Apple_552,Electronics,Mobile,Apple,703.56
553,Apple_553,Sports,Outdoor,Apple,2184.95
554,Sony_554,Home,Decor,Sony,3814.66
555,Samsung_555,Home,Furniture,Samsung,4970.76
556,Nike_556,Fashion,Shirt,Nike,2347.08
557,Apple_557,Sports,Outdoor,Apple,508.66
558,Sony_558,Electronics,Mobile,Sony,2441.21
559,Nike_559,Home,Decor,Nike,94.76
560,LG_560,Sports,Cycling,LG,3476.54
561,Apple_561,Home,Kitchen,Apple,2237.83
562,Sony_562,Sports,Cycling,Sony,2458.36
563,Apple_563,Home,Kitchen,Apple,1839.57
564,LG_564,Fashion,Shirt,LG,3062.75
565,Apple_565,Electronics,Mobile,Apple,4538.46
566,Nike_566,Home,Furniture,Nike,2674.61
567,Sony_567,Fashion,Shirt,Sony,1722.67
568,Apple_568,Electronics,Laptop,Apple,4695.58
569,Sony_569,Electronics,Laptop,Sony,3719.6
570,LG_570,Electronics,Tablet,LG,3840.75
571,Sony_571,Electronics,Laptop,Sony,2483.77
572,LG_572,Sports,Fitness,LG,239.58
573,Sony_573,Fashion,Footwear,Sony,2143.95
574,Samsung_574,Fashion,Jeans,Samsung,2350.49
575,Boat_575,Electronics,Laptop,Boat,4849.38
576,Boat_576,Fashion,Footwear,Boat,1795.04
577,Apple_577,Fashion,Footwear,Apple,2504.2
578,Adidas_578,Electronics,Mobile,Adidas,953.81
579,Adidas_579,Sports,Fitness,Adidas,1930.93
580,Samsung_580,Electronics,Laptop,Samsung,668.82
581,Puma_581,Fashion,Footwear,Puma,3232.06
582,Puma_582,Home,Decor,Puma,4017.75
583,Adidas_583,Electronics,Mobile,Adidas,2256.61
584,Puma_584,Electronics,Mobile,Puma,2816.7
585,Nike_585,Home,Kitchen,Nike,2148.3
586,Adidas_586,Sports,Cycling,Adidas,196.2
587,Adidas_587,Home,Furniture,Adidas,4230.61
588,Adidas_588,Sports,Cycling,Adidas,2398.37
589,Sony_589,Electronics,Tablet,Sony,563.2
590,Sony_590,Sports,Cycling,Sony,3240.66
591,LG_591,Sports,Cycling,LG,1077.39
592,Puma_592,Home,Kitchen,Puma,3162.81
593,Adidas_593,Electronics,Mobile,Adidas,2724.45
594,LG_594,Electronics,Tablet,LG,2200.89
595,Nike_595,Sports,Outdoor,Nike,1402.45
596,LG_596,Fashion,Jeans,LG,4087.19
597,Sony_597,Fashion,Jeans,Sony,3517.01
598,Apple_598,Fashion,Footwear,Apple,2289.07
599,Samsung_599,Electronics,Tablet,Samsung,309.89
600,LG_600,Sports,Cycling,LG,2420.97
601,LG_601,Electronics,Laptop,LG,4765.71
602,LG_602,Home,Decor,LG,3020.8
603,Adidas_603,Home,Furniture,Adidas,4543.43
604,LG_604,Fashion,Shirt,LG,3692.23
605,Puma_605,Home,Decor,Puma,4003.35
606,Samsung_606,Fashion,Shirt,Samsung,1813.42
607,Samsung_607,Sports,Cycling,Samsung,1947.91
608,Puma_608,Sports,Fitness,Puma,1271.88
609,Puma_609,Sports,Outdoor,Puma,2104.6
610,Nike_610,Electronics,Mobile,Nike,1165.12
611,LG_611,Electronics,Mobile,LG,475.56
612,Nike_612,Sports,Fitness,Nike,4378.06
613,Samsung_613,Home,Decor,Samsung,364.08
614,Adidas_614,Home,Furniture,Adidas,540.25
615,Nike_615,Electronics,Laptop,Nike,950.65
616,Nike_616,Electronics,Mobile,Nike,4139.04
617,Apple_617,Home,Furniture,Apple,1579.8
618,Puma_618,Electronics,Mobile,Puma,773.74
619,Puma_619,Electronics,Mobile,Puma,492.68
620,Apple_620,Home,Kitchen,Apple,4789.41
621,Puma_621,Home,Kitchen,Puma,2816.06
622,Nike_622,Sports,Outdoor,Nike,1937.37
623,Adidas_623,Sports,Outdoor,Adidas,1862.55
624,LG_624,Electronics,Tablet,LG,2569.23
625,Sony_625,Home,Decor,Sony,4299.92
626,Samsung_626,Sports,Fitness,Samsung,4704.79
627,Apple_627,Fashion,Jeans,Apple,2414.57
628,Sony_628,Home,Furniture,Sony,3122.22
629,Nike_629,Home,Decor,Nike,1856.49
630,Apple_630,Electronics,Tablet,Apple,692.26
631,Apple_631,Fashion,Jeans,Apple,2910.7
632,Nike_632,Fashion,Shirt,Nike,4028.87
633,Apple_633,Electronics,Laptop,Apple,4836.9
634,Nike_634,Home,Kitchen,Nike,4825.07
635,Sony_635,Electronics,Laptop,Sony,341.94
636,Samsung_636,Home,Kitchen,Samsung,500.12
637,Puma_637,Electronics,Tablet,Puma,3321.76
638,Samsung_638,Sports,Cycling,Samsung,3483.89
639,Apple_639,Sports,Outdoor,Apple,4173.04
640,Adidas_640,Fashion,Footwear,Adidas,988.47
641,LG_641,Sports,Outdoor,LG,4974.01
642,Sony_642,Fashion,Jeans,Sony,1588.2
643,Adidas_643,Electronics,Tablet,Adidas,4005.49
644,Apple_644,Sports,Outdoor,Apple,3838.73
645,LG_645,Electronics,Tablet,LG,834.54
646,Adidas_646,Sports,Fitness,Adidas,4865.78
647,Samsung_647,Fashion,Jeans,Samsung,4118.99
648,Nike_648,Home,Furniture,Nike,3184.03
649,Puma_649,Fashion,Footwear,Puma,1291.13
650,LG_650,Home,Furniture,LG,3524.26
651,Sony_651,Electronics,Tablet,Sony,3307.34
652,Adidas_652,Fashion,Shirt,Adidas,1478.09
653,Puma_653,Fashion,Shirt,Puma,2672.23
654,Boat_654,Sports,Cycling,Boat,2541.27
655,Boat_655,Sports,Outdoor,Boat,2988.79
656,Adidas_656,Fashion,Jeans,Adidas,2035.24
657,Puma_657,Home,Decor,Puma,1422.21
658,Samsung_658,Sports,Cycling,Samsung,597.89
659,Puma_659,Sports,Fitness,Puma,1643.26
660,Samsung_660,Home,Decor,Samsung,1458.31
661,Nike_661,Sports,Fitness,Nike,3151.79
662,Apple_662,Home,Furniture,Apple,1634.19
663,Samsung_663,Home,Furniture,Samsung,2016.99
664,Boat_664,Sports,Cycling,Boat,3073.64
665,Samsung_665,Electronics,Tablet,Samsung,1914.44
666,LG_666,Fashion,Footwear,LG,1429.04
667,Nike_667,Sports,Outdoor,Nike,1984.15
668,Adidas_668,Fashion,Footwear,Adidas,4212.17
669,LG_669,Sports,Outdoor,LG,1684.66
670,Apple_670,Electronics,Mobile,Apple,248.01
671,Samsung_671,Home,Furniture,Samsung,3091.17
672,Puma_672,Fashion,Jeans,Puma,881.18
673,Samsung_673,Fashion,Shirt,Samsung,1014.08
674,Apple_674,Fashion,Footwear,Apple,3469.62
675,Boat_675,Electronics,Tablet,Boat,204.76
676,Apple_676,Electronics,Mobile,Apple,4529.13
677,Adidas_677,Electronics,Laptop,Adidas,3994.85
678,Apple_678,Electronics,Tablet,Apple,3118.74
679,Apple_679,Fashion,Shirt,Apple,3250.94
680,Samsung_680,Home,Kitchen,Samsung,2252.63
681,LG_681,Fashion,Shirt,LG,1624.05
682,Adidas_682,Fashion,Jeans,Adidas,2848.03
683,Puma_683,Fashion,Footwear,Puma,410.13
684,Puma_684,Electronics,Tablet,Puma,3449.8
685,LG_685,Electronics,Tablet,LG,3615.14
686,Boat_686,Electronics,Mobile,Boat,1039.92
687,Apple_687,Home,Furniture,Apple,4817.71
688,Puma_688,Fashion,Shirt,Puma,1983.61
689,Nike_689,Fashion,Footwear,Nike,1720.79
690,Nike_690,Sports,Fitness,Nike,3901.1
691,Sony_691,Fashion,Shirt,Sony,2093.99
692,LG_692,Sports,Outdoor,LG,144.04
693,Apple_693,Electronics,Mobile,Apple,2106.22
694,Boat_694,Fashion,Footwear,Boat,3928.86
695,Sony_695,Electronics,Tablet,Sony,4105.01
696,Boat_696,Electronics,Mobile,Boat,4023.65
697,Boat_697,Sports,Fitness,Boat,2301.87
698,Adidas_698,Electronics,Tablet,Adidas,1862.61
699,LG_699,Electronics,Tablet,LG,2927.7
700,Nike_700,Home,Furniture,Nike,4182.59
701,Samsung_701,Fashion,Shirt,Samsung,4814.56
702,Puma_702,Fashion,Shirt,Puma,2709.41
703,Sony_703,Home,Furniture,Sony,3174.14
704,LG_704,Sports,Cycling,LG,4468.84
705,Samsung_705,Sports,Cycling,Samsung,2023.01
706,Samsung_706,Sports,Outdoor,Samsung,3327.58
707,Boat_707,Sports,Fitness,Boat,4341.67
708,Apple_708,Sports,Cycling,Apple,4437.78
709,Sony_709,Fashion,Shirt,Sony,3838.88
710,Apple_710,Fashion,Footwear,Apple,2875.32
711,Puma_711,Electronics,Laptop,Puma,1676.76
712,Samsung_712,Electronics,Tablet,Samsung,2483.6
713,Boat_713,Home,Kitchen,Boat,3876.84
714,Apple_714,Home,Decor,Apple,73.91
715,Nike_715,Fashion,Shirt,Nike,452.2
716,LG_716,Fashion,Footwear,LG,1470.35
717,LG_717,Electronics,Laptop,LG,1531.33
718,Puma_718,Sports,Cycling,Puma,2713.81
719,LG_719,Fashion,Footwear,LG,1390.19
720,Adidas_720,Home,Furniture,Adidas,1388.32
721,Adidas_721,Home,Furniture,Adidas,4154.02
722,LG_722,Fashion,Shirt,LG,600.67
723,LG_723,Electronics,Mobile,LG,95.69
724,Samsung_724,Home,Furniture,Samsung,1713.14
725,Puma_725,Sports,Outdoor,Puma,3530.93
726,Puma_726,Fashion,Footwear,Puma,3207.1
727,Puma_727,Fashion,Footwear,Puma,119.75
728,Sony_728,Fashion,Jeans,Sony,4056.12
729,Apple_729,Fashion,Jeans,Apple,1246.12
730,LG_730,Sports,Cycling,LG,416.69
731,Puma_731,Sports,Outdoor,Puma,2875.29
732,Adidas_732,Fashion,Footwear,Adidas,2748.26
733,Sony_733,Electronics,Tablet,Sony,3056.32
734,Samsung_734,Home,Decor,Samsung,2050.77
735,Sony_735,Fashion,Footwear,Sony,4187.07
736,Boat_736,Fashion,Shirt,Boat,2266.68
737,Sony_737,Home,Decor,Sony,4627.2
738,Samsung_738,Home,Decor,Samsung,56.75
739,Sony_739,Fashion,Shirt,Sony,2236.24
740,Adidas_740,Home,Furniture,Adidas,2807.84
741,LG_741,Electronics,Tablet,LG,123.24
742,Boat_742,Electronics,Mobile,Boat,879.97
743,Sony_743,Home,Furniture,Sony,4105.81
744,Apple_744,Electronics,Mobile,Apple,1571.64
745,LG_745,Fashion,Footwear,LG,4686.93
746,Apple_746,Home,Furniture,Apple,2036.74
747,Boat_747,Sports,Fitness,Boat,3354.38
748,LG_748,Electronics,Tablet,LG,4165.75
749,Sony_749,Home,Kitchen,Sony,3138.88
750,Nike_750,Electronics,Laptop,Nike,4171.58
751,Sony_751,Sports,Cycling,Sony,2418.33
752,Boat_752,Electronics,Laptop,Boat,2519.59
753,Puma_753,Electronics,Mobile,Puma,871.42
754,Puma_754,Electronics,Laptop,Puma,1912.78
755,Apple_755,Sports,Outdoor,Apple,2356.01
756,Puma_756,Fashion,Jeans,Puma,661.73
757,Apple_757,Electronics,Mobile,Apple,600.59
758,Sony_758,Sports,Outdoor,Sony,2415.95
759,Puma_759,Electronics,Mobile,Puma,546.78
760,Apple_760,Fashion,Jeans,Apple,351.44
761,Boat_761,Home,Kitchen,Boat,2184.37
762,Apple_762,Fashion,Shirt,Apple,2527.55
763,Sony_763,Electronics,Tablet,Sony,4269.01
764,Sony_764,Home,Kitchen,Sony,2855.2
765,Puma_765,Electronics,Laptop,Puma,3249.19
766,LG_766,Fashion,Footwear,LG,4885.32
767,Boat_767,Sports,Fitness,Boat,1942.63
768,Boat_768,Fashion,Jeans,Boat,846.2
769,Samsung_769,Electronics,Mobile,Samsung,3961.99
770,LG_770,Home,Kitchen,LG,2153.39
771,Adidas_771,Home,Decor,Adidas,2900.62
772,Apple_772,Electronics,Mobile,Apple,4464.92
773,Samsung_773,Home,Kitchen,Samsung,1588.35
774,Boat_774,Sports,Cycling,Boat,2491.0
775,Samsung_775,Home,Kitchen,Samsung,2253.85
776,Apple_776,Sports,Cycling,Apple,3063.96
777,Boat_777,Fashion,Footwear,Boat,3349.62
778,Apple_778,Electronics,Laptop,Apple,625.47
779,Sony_779,Electronics,Laptop,Sony,2102.33
780,Apple_780,Electronics,Laptop,Apple,2669.24
781,Boat_781,Sports,Fitness,Boat,550.51
782,Boat_782,Electronics,Laptop,Boat,2393.64
783,Boat_783,Electronics,Tablet,Boat,3781.87
784,LG_784,Home,Decor,LG,3973.14
785,Boat_785,Fashion,Footwear,Boat,3505.95
786,Boat_786,Home,Decor,Boat,1123.17
787,Boat_787,Fashion,Footwear,Boat,2845.32
788,Puma_788,Sports,Fitness,Puma,1767.37
789,Samsung_789,Home,Kitchen,Samsung,2232.26
790,Adidas_790,Fashion,Shirt,Adidas,534.82
791,Samsung_791,Fashion,Jeans,Samsung,3402.61
792,Sony_792,Fashion,Footwear,Sony,3790.39
793,Nike_793,Fashion,Shirt,Nike,4080.95
794,Puma_794,Electronics,Mobile,Puma,597.15
795,Adidas_795,Sports,Cycling,Adidas,3241.34
796,Boat_796,Home,Kitchen,Boat,2884.52
797,LG_797,Home,Decor,LG,1484.61
798,Adidas_798,Electronics,Mobile,Adidas,1680.34
799,Boat_799,Home,Decor,Boat,4312.09
800,Apple_800,Home,Furniture,Apple,994.15
801,Nike_801,Fashion,Jeans,Nike,4909.5
802,LG_802,Home,Furniture,LG,1538.35
803,Samsung_803,Fashion,Footwear,Samsung,80.25
804,Puma_804,Home,Furniture,Puma,4574.11
805,Boat_805,Fashion,Jeans,Boat,2553.33
806,Apple_806,Sports,Fitness,Apple,913.47
807,Puma_807,Sports,Cycling,Puma,4427.13
808,Sony_808,Sports,Fitness,Sony,1761.86
809,Samsung_809,Electronics,Tablet,Samsung,1900.87
810,Samsung_810,Electronics,Mobile,Samsung,336.0
811,LG_811,Fashion,Shirt,LG,4443.25
812,Puma_812,Home,Kitchen,Puma,3403.2
813,LG_813,Fashion,Shirt,LG,3360.71
814,LG_814,Sports,Fitness,LG,975.37
815,Apple_815,Home,Furniture,Apple,4331.19
816,Puma_816,Fashion,Jeans,Puma,1808.91
817,Boat_817,Home,Kitchen,Boat,3788.19
818,Apple_818,Electronics,Tablet,Apple,3744.55
819,Samsung_819,Electronics,Tablet,Samsung,1874.6
820,Samsung_820,Sports,Outdoor,Samsung,2320.31
821,Nike_821,Electronics,Tablet,Nike,2752.11
822,Boat_822,Home,Decor,Boat,221.74
823,LG_823,Electronics,Laptop,LG,2366.14
824,Puma_824,Fashion,Jeans,Puma,3467.13
825,Nike_825,Sports,Fitness,Nike,422.59
826,Samsung_826,Sports,Outdoor,Samsung,4598.92
827,Sony_827,Sports,Outdoor,Sony,1266.45
828,Sony_828,Fashion,Footwear,Sony,478.47
829,Boat_829,Electronics,Mobile,Boat,471.35
830,Nike_830,Sports,Fitness,Nike,1883.53
831,Sony_831,Sports,Outdoor,Sony,3852.39
832,Nike_832,Sports,Fitness,Nike,1053.98
833,Sony_833,Home,Furniture,Sony,521.59
834,Adidas_834,Home,Furniture,Adidas,3847.52
835,Adidas_835,Home,Decor,Adidas,2266.57
836,Adidas_836,Electronics,Mobile,Adidas,4092.57
837,Samsung_837,Electronics,Tablet,Samsung,2266.22
838,Adidas_838,Fashion,Footwear,Adidas,565.73
839,Nike_839,Sports,Outdoor,Nike,4001.82
840,Samsung_840,Sports,Cycling,Samsung,3898.81
841,Puma_841,Fashion,Shirt,Puma,1141.46
842,Sony_842,Electronics,Laptop,Sony,2118.61
843,Puma_843,Fashion,Jeans,Puma,3481.89
844,Adidas_844,Electronics,Tablet,Adidas,574.3
845,Adidas_845,Sports,Outdoor,Adidas,2736.51
846,Sony_846,Fashion,Jeans,Sony,3737.95
847,Adidas_847,Home,Furniture,Adidas,4565.95
848,Adidas_848,Electronics,Mobile,Adidas,3931.55
849,Samsung_849,Sports,Fitness,Samsung,3803.1
850,LG_850,Home,Furniture,LG,3223.61
851,Nike_851,Sports,Outdoor,Nike,4528.13
852,Puma_852,Sports,Cycling,Puma,4028.25
853,Samsung_853,Fashion,Shirt,Samsung,2637.43
854,Adidas_854,Sports,Outdoor,Adidas,1600.24
855,Apple_855,Home,Decor,Apple,3525.36
856,LG_856,Home,Kitchen,LG,3347.95
857,LG_857,Fashion,Footwear,LG,4835.93
858,Adidas_858,Electronics,Laptop,Adidas,3191.67
859,Apple_859,Fashion,Footwear,Apple,4772.74
860,Sony_860,Fashion,Footwear,Sony,1652.79
861,Adidas_861,Electronics,Tablet,Adidas,378.24
862,Sony_862,Sports,Outdoor,Sony,827.61
863,Boat_863,Home,Furniture,Boat,1769.7
864,Adidas_864,Sports,Outdoor,Adidas,4166.18
865,Sony_865,Electronics,Tablet,Sony,3399.09
866,Apple_866,Home,Decor,Apple,3617.29
867,Puma_867,Sports,Cycling,Puma,366.32
868,Sony_868,Fashion,Shirt,Sony,244.75
869,Nike_869,Electronics,Laptop,Nike,658.65
870,Nike_870,Home,Kitchen,Nike,2554.0
871,Apple_871,Sports,Cycling,Apple,4129.53
872,Samsung_872,Fashion,Shirt,Samsung,3899.8
873,Puma_873,Electronics,Mobile,Puma,975.77
874,Nike_874,Home,Furniture,Nike,4692.68
875,Puma_875,Electronics,Laptop,Puma,732.88
876,Adidas_876,Home,Kitchen,Adidas,219.23
877,Apple_877,Fashion,Jeans,Apple,4115.22
878,Boat_878,Sports,Cycling,Boat,708.24
879,Samsung_879,Fashion,Footwear,Samsung,2391.81
880,LG_880,Home,Decor,LG,1980.55
881,Samsung_881,Fashion,Shirt,Samsung,4293.22
882,Puma_882,Fashion,Footwear,Puma,3162.18
883,Nike_883,Electronics,Laptop,Nike,495.39
884,Nike_884,Home,Kitchen,Nike,3005.77
885,Sony_885,Home,Furniture,Sony,3858.24
886,Nike_886,Electronics,Laptop,Nike,2226.04
887,Boat_887,Home,Decor,Boat,1540.22
888,Puma_888,Home,Decor,Puma,3270.89
889,Puma_889,Electronics,Tablet,Puma,2450.22
890,Puma_890,Fashion,Jeans,Puma,2951.84
891,Adidas_891,Fashion,Shirt,Adidas,1525.61
892,Apple_892,Fashion,Shirt,Apple,53.29
893,Sony_893,Home,Kitchen,Sony,1771.51
894,LG_894,Electronics,Tablet,LG,2399.64
895,Adidas_895,Sports,Cycling,Adidas,636.19
896,Nike_896,Fashion,Shirt,Nike,3657.57
897,Apple_897,Electronics,Mobile,Apple,4054.48
898,Boat_898,Fashion,Footwear,Boat,2557.25
899,LG_899,Fashion,Jeans,LG,805.9
900,Puma_900,Home,Kitchen,Puma,4762.57
901,Nike_901,Home,Kitchen,Nike,3735.44
902,Boat_902,Electronics,Laptop,Boat,990.15
903,LG_903,Electronics,Tablet,LG,4709.28
904,Nike_904,Sports,Outdoor,Nike,3093.51
905,LG_905,Sports,Outdoor,LG,2225.98
906,Puma_906,Electronics,Tablet,Puma,4842.01
907,Apple_907,Home,Furniture,Apple,4945.01
908,Puma_908,Fashion,Shirt,Puma,1094.92
909,Sony_909,Fashion,Footwear,Sony,1109.97
910,Boat_910,Fashion,Footwear,Boat,2307.96
911,Boat_911,Electronics,Tablet,Boat,4592.82
912,LG_912,Sports,Cycling,LG,4507.31
913,Apple_913,Electronics,Tablet,Apple,4061.87
914,LG_914,Sports,Cycling,LG,3241.36
915,Puma_915,Fashion,Shirt,Puma,4464.78
916,Sony_916,Electronics,Tablet,Sony,1357.34
917,Adidas_917,Electronics,Mobile,Adidas,3302.85
918,Adidas_918,Fashion,Footwear,Adidas,1557.43
919,Samsung_919,Fashion,Shirt,Samsung,4718.13
920,Adidas_920,Fashion,Jeans,Adidas,1389.9
921,Apple_921,Sports,Cycling,Apple,4553.64
922,Samsung_922,Fashion,Shirt,Samsung,527.41
923,Puma_923,Sports,Cycling,Puma,3316.9
924,Adidas_924,Sports,Outdoor,Adidas,2144.51
925,Samsung_925,Home,Kitchen,Samsung,4820.43
926,Boat_926,Sports,Cycling,Boat,455.0
927,Boat_927,Sports,Cycling,Boat,4814.22
928,Nike_928,Sports,Outdoor,Nike,1117.41
929,Sony_929,Home,Kitchen,Sony,4098.17
930,Puma_930,Sports,Cycling,Puma,1295.97
931,Apple_931,Sports,Outdoor,Apple,3036.54
932,Sony_932,Home,Kitchen,Sony,3386.34
933,Samsung_933,Electronics,Mobile,Samsung,2927.76
934,Samsung_934,Fashion,Footwear,Samsung,3178.08
935,Samsung_935,Sports,Cycling,Samsung,1498.66
936,Sony_936,Sports,Cycling,Sony,1516.25
937,Sony_937,Fashion,Jeans,Sony,68.57
938,Samsung_938,Sports,Cycling,Samsung,2369.69
939,LG_939,Home,Kitchen,LG,2343.39
940,Boat_940,Electronics,Laptop,Boat,2238.2
941,Adidas_941,Fashion,Footwear,Adidas,445.28
942,Adidas_942,Home,Decor,Adidas,4434.88
943,Samsung_943,Electronics,Tablet,Samsung,4203.17
944,LG_944,Fashion,Footwear,LG,4945.94
945,Puma_945,Fashion,Footwear,Puma,4302.12
946,LG_946,Sports,Fitness,LG,621.77
947,LG_947,Sports,Outdoor,LG,3076.09
948,Sony_948,Sports,Cycling,Sony,4586.25
949,Samsung_949,Electronics,Tablet,Samsung,3698.46
950,Boat_950,Electronics,Tablet,Boat,207.35
951,Puma_951,Fashion,Footwear,Puma,1209.22
952,LG_952,Electronics,Laptop,LG,1050.27
953,Adidas_953,Home,Kitchen,Adidas,2076.26
954,Nike_954,Sports,Cycling,Nike,1734.44
955,Apple_955,Home,Decor,Apple,1708.7
956,Adidas_956,Home,Kitchen,Adidas,810.54
957,LG_957,Sports,Fitness,LG,3907.57
958,LG_958,Electronics,Tablet,LG,1358.26
959,Adidas_959,Electronics,Mobile,Adidas,3480.31
960,Nike_960,Sports,Fitness,Nike,1197.37
961,Puma_961,Home,Furniture,Puma,272.85
962,Apple_962,Electronics,Mobile,Apple,1523.68
963,Adidas_963,Home,Decor,Adidas,3435.81
964,Apple_964,Fashion,Jeans,Apple,3583.34
965,Nike_965,Fashion,Shirt,Nike,203.58
966,Nike_966,Sports,Outdoor,Nike,3210.88
967,Adidas_967,Electronics,Mobile,Adidas,2828.51
968,Adidas_968,Fashion,Footwear,Adidas,1297.28
969,Sony_969,Sports,Fitness,Sony,1137.87
970,Adidas_970,Home,Furniture,Adidas,324.17
971,Samsung_971,Home,Decor,Samsung,1661.06
972,Apple_972,Sports,Outdoor,Apple,2179.23
973,Apple_973,Fashion,Footwear,Apple,4625.3
974,Apple_974,Sports,Cycling,Apple,1775.18
975,Samsung_975,Fashion,Footwear,Samsung,4419.89
976,Puma_976,Electronics,Mobile,Puma,2503.56
977,Nike_977,Electronics,Tablet,Nike,4516.29
978,Samsung_978,Sports,Outdoor,Samsung,1997.18
979,Sony_979,Electronics,Tablet,Sony,1965.64
980,Puma_980,Sports,Outdoor,Puma,1161.58
981,Samsung_981,Sports,Outdoor,Samsung,760.89
982,Adidas_982,Home,Furniture,Adidas,436.36
983,Nike_983,Home,Furniture,Nike,1153.31
984,Nike_984,Home,Furniture,Nike,2720.91
985,Boat_985,Sports,Cycling,Boat,592.37
986,Boat_986,Fashion,Shirt,Boat,426.86
987,Apple_987,Electronics,Laptop,Apple,427.44
988,Sony_988,Home,Kitchen,Sony,3134.03
989,Samsung_989,Sports,Fitness,Samsung,1905.52
990,LG_990,Sports,Fitness,LG,4173.45
991,Nike_991,Sports,Cycling,Nike,1606.72
992,Apple_992,Fashion,Shirt,Apple,3923.95
993,Puma_993,Fashion,Footwear,Puma,1600.48
994,Adidas_994,Electronics,Laptop,Adidas,3786.13
995,Samsung_995,Fashion,Footwear,Samsung,651.59
996,Sony_996,Electronics,Tablet,Sony,1639.32
997,Puma_997,Home,Furniture,Puma,2135.48
998,Puma_998,Sports,Cycling,Puma,1636.4
999,Puma_999,Electronics,Mobile,Puma,710.77
1000,LG_1000,Fashion,Jeans,LG,2960.86
